,Database Accession,Database,Gene Symbol,Disease,Variant Type,Pathogenicity,Review Status,Star Level,Submitter,HGVS Normalization Failure Reason,Duplicated
2026,RCV000136478_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2027,RCV000136791_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 8,Compound Variant,1
2028,RCV000136841_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 8,Compound Variant,1
2032,RCV000139278_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,1
2034,RCV000139888_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2035,RCV000140786_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2036,RCV000140787_3,ClinVar,DKC1,SCID,copy number loss,conflicting data from submitters,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2037,RCV000141400_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 6,Compound Variant,1
2038,RCV000141401_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 6,Compound Variant,1
2040,RCV000142625_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,1
2041,RCV000143219_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2042,RCV000143433_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2043,RCV000143441_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2044,RCV000148135_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,ISCA site 4,Compound Variant,1
2045,RCV000148141_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,"criteria provided, multiple submitters, no conflicts",2,"Multiple Submitters: ISCA site 17, ISCA site 4",Compound Variant,1
2069,RCV000448393_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",Compound Variant,1
2073,RCV000449461_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 6,Compound Variant,1
2089,RCV000848828_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"Lineagen, Inc",Compound Variant,1
2046,RCV000239798_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2047,RCV000239832_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2048,RCV000239843_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2049,RCV000239874_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2050,RCV000239902_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2051,RCV000239934_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2052,RCV000239989_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2053,RCV000240106_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2054,RCV000240122_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2055,RCV000240314_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2056,RCV000240464_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2057,RCV000240541_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2058,RCV000240552_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2059,RCV000445720_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2060,RCV000446026_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2061,RCV000446197_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 6,No variant information provided,1
2062,RCV000446270_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 6,No variant information provided,1
2063,RCV000446310_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2064,RCV000446667_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 6,No variant information provided,1
2065,RCV000446712_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2066,RCV000446932_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2067,RCV000447253_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2068,RCV000448034_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 6,No variant information provided,1
2070,RCV000448652_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 6,No variant information provided,1
2071,RCV000449330_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2072,RCV000449437_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2077,RCV000511413_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 1,No variant information provided,1
2078,RCV000512020_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,No variant information provided,1
2082,RCV000753271_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,1
2083,RCV000753272_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,1
2084,RCV000753276_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,1
2085,RCV000753277_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,1
2086,RCV000753278_3,ClinVar,DKC1,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"Cincinnati Children's Hospital Medical Center Laboratory of Genetics and Genomics, Cincinnati Children's Hospital Medical Center",No variant information provided,1
2087,RCV000754365_3,ClinVar,DKC1,SCID,Duplication,Pathogenic,"criteria provided, single submitter",1,"Department of Psychiatry,Nagoya University",No variant information provided,1
2088,RCV000846039_3,ClinVar,DKC1,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"Lineagen, Inc",No variant information provided,1
2001,RCV000050386_4,ClinVar,IL2RG,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,ISCA site 4,Compound Variant,1
2002,RCV000050697_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,"Multiple Submitters: ISCA site 1, ISCA site 4",Compound Variant,1
2003,RCV000050699_4,ClinVar,IL2RG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"Multiple Submitters: ISCA site 1, ISCA site 4",Compound Variant,1
2004,RCV000050810_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 4,Compound Variant,1
2005,RCV000050811_4,ClinVar,IL2RG,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,ISCA site 17,Compound Variant,1
2006,RCV000050889_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 4,Compound Variant,1
2007,RCV000052322_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 6,Compound Variant,1
2008,RCV000052324_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 6,Compound Variant,1
2009,RCV000052325_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",Compound Variant,1
2010,RCV000052359_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 14,Compound Variant,1
2011,RCV000052982_4,ClinVar,IL2RG,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,ISCA site 6,Compound Variant,1
2012,RCV000052984_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,ISCA site 6,Compound Variant,1
2013,RCV000052986_4,ClinVar,IL2RG,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,ISCA site 6,Compound Variant,1
2015,RCV000133654_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,1
2016,RCV000133792_4,ClinVar,IL2RG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,1
2017,RCV000133911_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2018,RCV000133947_4,ClinVar,IL2RG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"Multiple Submitters: ISCA site 1, ISCA site 4",Compound Variant,1
2019,RCV000134564_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 6,Compound Variant,1
2020,RCV000135300_4,ClinVar,IL2RG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 6,Compound Variant,1
2021,RCV000135321_4,ClinVar,IL2RG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 6,Compound Variant,1
2022,RCV000135552_4,ClinVar,IL2RG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2023,RCV000136005_4,ClinVar,IL2RG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,1
2025,RCV000136097_4,ClinVar,IL2RG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,1
2026,RCV000136478_4,ClinVar,IL2RG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2027,RCV000136791_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 8,Compound Variant,1
2028,RCV000136841_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 8,Compound Variant,1
2032,RCV000139278_4,ClinVar,IL2RG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,1
2034,RCV000139888_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2035,RCV000140786_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2036,RCV000140787_4,ClinVar,IL2RG,SCID,copy number loss,conflicting data from submitters,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2037,RCV000141400_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 6,Compound Variant,1
2038,RCV000141401_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 6,Compound Variant,1
2040,RCV000142625_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 4,Compound Variant,1
2041,RCV000143219_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2042,RCV000143433_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2043,RCV000143441_4,ClinVar,IL2RG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 1,Compound Variant,1
2044,RCV000148135_4,ClinVar,IL2RG,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,ISCA site 4,Compound Variant,1
2045,RCV000148141_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,"criteria provided, multiple submitters, no conflicts",2,"Multiple Submitters: ISCA site 17, ISCA site 4",Compound Variant,1
2069,RCV000448393_4,ClinVar,IL2RG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",Compound Variant,1
2073,RCV000449461_4,ClinVar,IL2RG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 6,Compound Variant,1
2089,RCV000848828_4,ClinVar,IL2RG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"Lineagen, Inc",Compound Variant,1
2046,RCV000239798_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2047,RCV000239832_4,ClinVar,IL2RG,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2048,RCV000239843_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2049,RCV000239874_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2050,RCV000239902_4,ClinVar,IL2RG,SCID,copy number loss,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2051,RCV000239934_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2052,RCV000239989_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2053,RCV000240106_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2054,RCV000240122_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2055,RCV000240314_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2056,RCV000240464_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2057,RCV000240541_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2058,RCV000240552_4,ClinVar,IL2RG,SCID,copy number gain,Pathogenic,"criteria provided, single submitter",1,GeneDx,No variant information provided,1
2059,RCV000445720_4,ClinVar,IL2RG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2060,RCV000446026_4,ClinVar,IL2RG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,"ARUP Laboratories, Cytogenetics and Genomic Microarray,ARUP Laboratories",No variant information provided,1
2061,RCV000446197_4,ClinVar,IL2RG,SCID,copy number loss,Pathogenic,no assertion criteria provided,0,ISCA site 6,No variant information provided,1
